time,open,high,low,close,volume,num_trades,qav,taker_buy_bav,taker_buy_qav
2020-08-15 05:59:59.999000,439.13000000,440.26000000,435.50000000,439.05000000,47565.22782000,22690,20823066.62432340,22877.82490000,10017846.54236980
2020-08-15 07:59:59.999000,439.05000000,440.00000000,436.28000000,437.02000000,38447.98528000,20190,16835021.63727620,18387.23587000,8050918.03292930
2020-08-15 09:59:59.999000,437.07000000,438.65000000,427.02000000,436.10000000,90532.22805000,44182,39267062.20276630,43494.61014000,18870667.22932140
2020-08-15 11:59:59.999000,436.16000000,438.27000000,433.75000000,434.13000000,44774.38517000,24914,19526666.63820590,20651.85099000,9007321.39397180
2020-08-15 13:59:59.999000,434.13000000,436.80000000,428.80000000,431.91000000,89971.34292000,44161,38954580.23338790,42680.22971000,18483828.64879920
2020-08-15 15:59:59.999000,431.92000000,438.00000000,428.37000000,435.59000000,75256.41747000,36394,32639039.76920970,37754.06198000,16374320.04130450
2020-08-15 17:59:59.999000,435.59000000,439.10000000,432.90000000,434.96000000,53740.60077000,29040,23433617.08996150,26360.92374000,11494830.59869170
2020-08-15 19:59:59.999000,434.92000000,436.23000000,431.87000000,431.90000000,35394.97597000,18608,15373546.33011150,16818.62301000,7306115.71689370
2020-08-15 21:59:59.999000,431.92000000,434.58000000,428.56000000,432.80000000,54125.87643000,28547,23382882.81147660,25551.02428000,11040108.06955330
2020-08-15 23:59:59.999000,432.88000000,435.66000000,429.07000000,432.32000000,44651.23761000,23338,19323884.21890580,22552.26834000,9761225.28534660
2020-08-16 01:59:59.999000,432.30000000,433.30000000,421.48000000,429.97000000,74304.60442000,39018,31790061.43325210,33914.24135000,14519228.73340900
2020-08-16 03:59:59.999000,429.98000000,430.00000000,426.00000000,426.75000000,41346.25704000,21850,17685900.98411130,21459.40603000,9180089.81555950
2020-08-16 05:59:59.999000,426.75000000,429.65000000,425.66000000,428.80000000,30135.91083000,16130,12895864.33464170,15714.09339000,6724680.86678310
2020-08-16 07:59:59.999000,428.75000000,429.28000000,426.13000000,426.65000000,32137.60293000,18129,13744957.32359100,14630.30964000,6257885.34926820
2020-08-16 09:59:59.999000,426.64000000,428.16000000,424.06000000,427.16000000,43480.52363000,23182,18544019.74964430,19478.52604000,8309229.70544360
2020-08-16 11:59:59.999000,427.12000000,427.58000000,416.25000000,417.86000000,101378.53099000,47969,42717326.08362820,46517.62406000,19606720.99536840
2020-08-16 13:59:59.999000,417.84000000,423.57000000,412.47000000,422.87000000,118763.46976000,56378,49613194.53789440,59869.98746000,25013688.11252410
2020-08-16 15:59:59.999000,422.81000000,432.04000000,421.89000000,430.34000000,66798.49991000,34934,28434937.33866700,34600.51890000,14732084.42344600
2020-08-16 17:59:59.999000,430.33000000,436.99000000,428.70000000,430.51000000,95773.83286000,46605,41516257.24808780,45293.83751000,19638134.19130070
2020-08-16 19:59:59.999000,430.51000000,431.98000000,428.64000000,429.27000000,28705.14599000,18953,12347053.50738280,13256.08454000,5702301.68378070
2020-08-16 21:59:59.999000,429.26000000,433.50000000,426.52000000,431.37000000,46970.95996000,26577,20213380.78406990,21133.13120000,9098336.78269380
2020-08-16 23:59:59.999000,431.40000000,434.74000000,429.67000000,433.62000000,36870.91426000,22082,15942932.49169950,19274.50159000,8334258.60375540
